"user_id","image_paths","user_claim","claim_object","evidence_standard_met","evidence_standard_met_reason","risk_flags","issue_type","object_part","claim_status","claim_status_justification","supporting_image_ids","valid_image","severity"
"user_011","images/sample/case_011/img_1.jpg","Customer: I spilled water near my laptop while working. | Support: What part was affected? | Customer: It went over the keys and left a stain. Some keys feel sticky now. | Support: Is the display damaged too? | Customer: No, this is about the keyboard area only.","laptop","true","The images clearly show the claimed object (laptop) and the claimed part (keyboard) with visible water damage.","none","water_damage","keyboard","supported","The images (img_1 and its crops) clearly show water spilled across the laptop keyboard, consistent with the customer's claim of water damage and sticky keys. The water droplets are visible on and between the keys.","img_1","true","medium"
"user_012","images/sample/case_012/img_1.jpg;images/sample/case_012/img_2.jpg","Customer: My laptop bag fell from a chair and hit the floor. | Support: What damage did you notice? | Customer: One corner of the laptop has a dent now. | Support: Does the laptop still work? | Customer: It works, but the outer corner is damaged. I added two photos.","laptop","true","Image img_2 clearly shows a dent on the corner of the laptop, matching the claim.","none","dent","corner","supported","Image img_2 clearly shows a dent on the corner of the laptop, which directly supports the customer's claim of a dent on one corner of the laptop. Image img_1 shows the overall laptop but not the specific damage.","img_2","true","medium"
"user_018","images/sample/case_013/img_1.jpg","Customer: I am not sure if this should be a repair claim or a replacement claim, so I wanted to ask first. | Support: We can help. What device is this about? | Customer: It is my laptop. I carry it every day, and yesterday my bag got pressed between two seats during travel. At first I thought the laptop was okay because it still opened. | Support: What changed after that? | Customer: Later, while using it, I noticed marks on the display area. I restarted it twice because I thought it might just be something on the screen, but it still bothered me. | Support: Are you reporting keyboard, hinge, body, or screen damage? | Customer: Not the keyboard or hinge. The issue I want checked is the screen. It looks shattered to me, so I am submitting this as screen damage.","laptop","true","The images clearly show the claimed object (laptop) and the claimed part (screen) with visible damage.","none","glass_shatter","screen","supported","The user claims screen damage, specifically that the screen looks shattered. Image img_1 and its crops clearly show a MacBook Pro laptop with a severely shattered screen, consistent with the user's description.","img_1","true","high"
"user_020","images/sample/case_014/img_1.jpg","Customer: The laptop trackpad has stopped working properly. | Support: Did anything happen before it stopped working? | Customer: The front area hit the desk edge when I moved it. | Support: Are you reporting internal function or physical damage? | Customer: Physical damage around the trackpad area. I attached the photo for review.","laptop","true","The image clearly shows the claimed object part and the alleged damage.","user_history_risk","scratch","trackpad","supported","Image img_1 clearly shows a scratch on the trackpad area of the laptop, which aligns with the customer's claim of physical damage around the trackpad area.","img_1","true","low"
"user_015","images/sample/case_015/img_1.jpg","Customer: My delivery box arrived damaged. | Support: What part of the package was affected? | Customer: One corner was crushed in when I received it. | Support: Is the item inside part of this claim? | Customer: Not right now. I am reporting the package corner damage.","package","true","The images clearly show the claimed package corner and the damage.","none","crushed_packaging","package_corner","supported","The customer claims one corner of the delivery box was crushed. Image img_1 clearly shows a crushed corner on the cardboard package, consistent with the claim.","img_1","true","medium"
"user_030","images/sample/case_016/img_1.jpg;images/sample/case_016/img_2.jpg","Customer: Package receive hua toh opened jaisa lag raha tha. | Support: Tape broken tha ya box crush hua tha? | Customer: Seal wali side phati hui thi, jaise parcel khola gaya ho. | Support: Kya andar ka item missing hai? | Customer: Abhi item missing claim nahi kar raha, sirf torn packaging review karwana hai.","package","true","The images clearly show the claimed object and the damaged part.","none","torn_packaging","seal","supported","Image img_1 clearly shows a brown cardboard package with significant tearing and damage to the tape seal on one side, consistent with the customer's claim of 'torn packaging' and 'seal wali side phati hui thi'. Image img_2 shows an undamaged, generic cardboard box, which does not contradict the claim as it appears to be a reference image.","img_1","true","high"
"user_031","images/sample/case_017/img_1.jpg","Customer: I received a package that looks water damaged. | Support: Was the item inside wet too? | Customer: I have not opened everything yet, but the outside has a wet-looking stain. | Support: So the claim is about the package condition? | Customer: Yes, the package surface looked damaged when it arrived.","package","true","The images clearly show the claimed package and the alleged water damage.","user_history_risk","water_damage","box","supported","The images (img_1) clearly show a cardboard box with significant dark staining and warping consistent with water damage on multiple sides and corners, supporting the customer's claim of a 'wet-looking stain' and 'package surface looked damaged'.","img_1","true","high"
"user_032","images/sample/case_018/img_1.jpg;images/sample/case_018/img_2.jpg","Customer: The item I ordered was not inside the box. | Support: Did the package look opened when you received it? | Customer: I checked it after delivery and could not find the product inside. | Support: What are you asking us to verify? | Customer: Please verify that the contents are missing from the package.","package","true","Image img_1 clearly shows the inside of an opened package with only crumpled paper, indicating missing contents.","manual_review_required;user_history_risk","missing_part","contents","supported","Image img_1 shows an opened cardboard box filled with crumpled paper, with no product visible. This supports the claim that the item ordered was not inside the box and the contents are missing. Image img_2 shows the exterior of a sealed package, which does not contradict the claim as the claim is about the contents after opening.","img_1","true","high"
"user_033","images/sample/case_019/img_1.jpg","Customer: The shipping box arrived in bad condition. | Support: What kind of condition issue are you reporting? | Customer: It looked badly crushed when it was delivered. | Support: Is the claim about the outside box or the product inside? | Customer: The outside box. I want the crushed box reviewed.","package","false","The images show a damaged can, not the claimed crushed shipping box.","user_history_risk;wrong_object","crushed_packaging","item","contradicted","The customer claims the shipping box was crushed, but the provided image (img_1) clearly shows a crushed can, which is an item inside a package, not the shipping box itself. This contradicts the claim.","img_1","true","medium"
"user_034","images/sample/case_020/img_1.jpg;images/sample/case_020/img_2.jpg","Customer: My delivery box arrived opened. | Support: Was the package crushed or was the seal affected? | Customer: The seal area looked torn when I received it. | Support: Are you asking us to review the package condition or the item inside? | Customer: The package condition. I want the torn-open package reviewed.","package","true","Images clearly show the claimed damage to the package seal.","text_instruction_present;user_history_risk","torn_packaging","seal","supported","Image img_1 clearly shows the security seal on the package is torn and the cardboard underneath is also torn, consistent with the customer's claim of a 'torn-open package'. Image img_2 shows a similar package with an intact security seal, providing a comparison.","img_1","true","high"
